"included","table_id","priority","long_name","units","comment","questions & notes","out_name","standard_name","unconfirmed or proposed standard name","unformatted units","cell_methods","valid_min","valid_max","ok_min_mean_abs","ok_max_mean_abs","positive","type","dimensions","name","modeling_realm","frequency","cell_measures","flag_values","flag_meanings","OMIP priority","OMIP override"
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Liquid Water due to Homogeneous Nucleation","s-1","None","None","tnsclwhon","tendency_of_mass_fraction_of_stratiform_cloud_liquid_water_in_air_due_to_homogeneous_nucleation","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsclwhon","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Liquid Water due to Heterogeneous Nucleation","s-1","None","None","tnsclwhen","tendency_of_mass_fraction_of_stratiform_cloud_liquid_water_in_air_due_to_heterogeneous_nucleation","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsclwhen","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Liquid Water due to Riming","s-1","None","None","tnsclwri","tendency_of_mass_fraction_of_stratiform_cloud_liquid_water_in_air_due_to_riming","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsclwri","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Liquid Water due to Accretion to Rain","s-1","None","None","tnsclwar","tendency_of_mass_fraction_of_stratiform_cloud_liquid_water_in_air_due_to_accretion_to_rain","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsclwar","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Liquid Water due to Accretion to Snow","s-1","None","None","tnsclwas","tendency_of_mass_fraction_of_stratiform_cloud_liquid_water_in_air_due_to_accretion_to_snow","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsclwas","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Liquid Water due to Melting From Cloud Ice","s-1","None","None","tnsclwmi","tendency_of_mass_fraction_of_stratiform_cloud_liquid_water_in_air_due_to_melting_from_cloud_ice","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsclwmi","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Liquid Water due to Autoconversion","s-1","None","None","tnsclwac","tendency_of_mass_fraction_of_stratiform_cloud_liquid_water_in_air_due_to_autoconversion","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsclwac","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Liquid Water due to Advection","s-1","None","None","tnsclwa","tendency_of_mass_fraction_of_stratiform_cloud_liquid_water_in_air_due_to_advection","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsclwa","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Ice In Air","s-1","None","None","tnscli","tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnscli","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Ice In Air Due To Cloud Microphysics","s-1","None","None","tnsclicm","tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_cloud_microphysics","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsclicm","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Ice In Air Due To Boundary Layer Mixing","s-1","None","None","tnsclibl","tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_boundary_layer_mixing","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsclibl","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Ice In Air Due To Bergeron Findeisen Process from Cloud Liquid","s-1","None","None","tnsclibfpcl","tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_bergeron_findeisen_process_from_cloud_liquid","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsclibfpcl","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Ice Due Convective Detrainment","s-1","None","None","tnsclicd","tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_convective_detrainment","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsclicd","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Ice due to Homogeneous Nucleation","s-1","None","None","tnsclihon","tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_homogeneous_nucleation","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsclihon","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Ice due to Heterogeneous Nucleation From Cloud Liquid","s-1","None","None","tnsclihencl","tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_heterogeneous_nucleation_from_cloud_liquid_water","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsclihencl","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Ice due to Heterogeneous Nucleation From Water Vapor","s-1","None","None","tnsclihenv","tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_heterogeneous_nucleation_from_water_vapor","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsclihenv","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Ice due to Riming From Cloud Liquid","s-1","None","None","tnscliricl","tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_riming_from_cloud_liquid_water","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnscliricl","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Ice due to Riming From Rain","s-1","None","None","tnsclirir","tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_riming_from_rain","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsclirir","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Ice due to Deposition and Sublimation","s-1","None","None","tnsclids","tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_deposition_and_sublimation","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsclids","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Ice due to Aggregation","s-1","None","None","tnscliag","tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_aggregation","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnscliag","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Ice due to Accretion to Snow","s-1","None","None","tnsclias","tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_accretion_to_snow","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsclias","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Ice due to Evaporation of Melting Ice","s-1","None","None","tnscliemi","tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_evaporation_of_melting_ice","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnscliemi","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Ice due to Melting to Rain","s-1","None","None","tnsclimr","tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_melting_to_rain","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsclimr","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Ice due to Melting to Cloud Liquid","s-1","None","None","tnsclimcl","tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_melting_to_cloud_liquid_water","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsclimcl","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Ice due to Icefall","s-1","None","None","tnscliif","tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_icefall","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnscliif","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Ice due to Advection","s-1","None","None","tnsclia","tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_advection","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsclia","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Condensed Water In Air","s-1","None","None","tnsccw","tendency_of_mass_fraction_of_stratiform_cloud_condensed_water_in_air","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsccw","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Condensed Water In Air Due To Cloud Microphysics","s-1","None","None","tnsccwcm","tendency_of_mass_fraction_of_stratiform_cloud_condensed_water_in_air_due_to_cloud_microphysics","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsccwcm","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Condensed Water In Air Due To Boundary Layer Mixing","s-1","None","None","tnsccwbl","tendency_of_mass_fraction_of_stratiform_cloud_condensed_water_in_air_due_to_boundary_layer_mixing","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsccwbl","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Condensed Water due to Condensation and Evaporation","s-1","condensed water includes both liquid and ice.","None","tnsccwce","tendency_of_mass_fraction_of_stratiform_cloud_condensed_water_in_air_due_to_condensation_and_evaporation","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsccwce","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Condensed Water due to Autoconversion to Rain","s-1","condensed water includes both liquid and ice.","None","tnsccwacr","tendency_of_mass_fraction_of_stratiform_cloud_condensed_water_in_air_due_to_autoconversion_to_rain","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsccwacr","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Condensed Water due to Autoconversion to Snow","s-1","condensed water includes both liquid and ice.","None","tnsccwacs","tendency_of_mass_fraction_of_stratiform_cloud_condensed_water_in_air_due_to_autoconversion_to_snow","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsccwacs","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Condensed Water due to Icefall","s-1","condensed water includes both liquid and ice.","None","tnsccwif","tendency_of_mass_fraction_of_stratiform_cloud_condensed_water_in_air_due_to_icefall","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsccwif","atmos","mon","area: areacella","None","None","",""
0,"cfMon",2,"Tendency of Mass Fraction of Stratiform Cloud Condensed Water due to Advection","s-1","condensed water includes both liquid and ice.","None","tnsccwa","tendency_of_mass_fraction_of_stratiform_cloud_condensed_water_in_air_due_to_advection","None","s-1","time: mean","None","None","None","None","None","real","longitude latitude alevel time","tnsccwa","atmos","mon","area: areacella","None","None","",""
0,"Oclim",3,"Ocean Vertical Heat Diffusivity","m2 s-1","None","None","difvho","ocean_vertical_heat_diffusivity","None","m2 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude olevel time2","difvho","ocean","monClim","area: areacello volume: volcello","None","None",3,""
0,"Oclim",3,"Ocean Vertical Salt Diffusivity","m2 s-1","None","None","difvso","ocean_vertical_salt_diffusivity","None","m2 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude olevel time2","difvso","ocean","monClim","area: areacello volume: volcello","None","None",3,""
0,"Oclim",3,"Ocean Vertical Tracer Diffusivity due to Background","m2 s-1","None","None","difvtrbo","ocean_vertical_tracer_diffusivity_due_to_background","None","m2 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude olevel time2","difvtrbo","ocean","monClim","area: areacello volume: volcello","None","None","",""
0,"Oclim",3,"Ocean Vertical Tracer Diffusivity due to Tides","m2 s-1","None","None","difvtrto","ocean_vertical_tracer_diffusivity_due_to_tides","None","m2 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude olevel time2","difvtrto","ocean","monClim","area: areacello volume: volcello","None","None","",""
0,"Oclim",3,"Tendency of Ocean Potential Energy Content","W m-2","None","None","tnpeo","tendency_of_ocean_potential_energy_content","None","W m-2","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude olevel time2","tnpeo","ocean","monClim","area: areacello volume: volcello","None","None",3,""
0,"Oclim",3,"Tendency of Ocean Potential Energy Content due to Tides","W m-2","None","None","tnpeot","tendency_of_ocean_potential_energy_content_due_to_tides","None","W m-2","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude olevel time2","tnpeot","ocean","monClim","area: areacello volume: volcello","None","None","",""
0,"Oclim",3,"Tendency of Ocean Potential Energy Content due to Background","W m-2","None","None","tnpeotb","tendency_of_ocean_potential_energy_content_due_to_background","None","W m-2","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude olevel time2","tnpeotb","ocean","monClim","area: areacello volume: volcello","None","None","",""
0,"Oclim",3,"Ocean Vertical Momentum Diffusivity","m2 s-1","None","None","difvmo","ocean_vertical_momentum_diffusivity","None","m2 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude olevel time2","difvmo","ocean","monClim","area: areacello volume: volcello","None","None","",""
0,"Oclim",3,"Ocean Vertical Momentum Diffusivity due to Background","m2 s-1","None","None","difvmbo","ocean_vertical_momentum_diffusivity_due_to_background","None","m2 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude olevel time2","difvmbo","ocean","monClim","area: areacello volume: volcello","None","None","",""
0,"Oclim",3,"Ocean Vertical Momentum Diffusivity due to Tides","m2 s-1","None","None","difvmto","ocean_vertical_momentum_diffusivity_due_to_tides","None","m2 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude olevel time2","difvmto","ocean","monClim","area: areacello volume: volcello","None","None","",""
0,"Oclim",3,"Ocean Vertical Momentum Diffusivity due to Form Drag","m2 s-1","None","None","difvmfdo","ocean_vertical_momentum_diffusivity_due_to_form_drag","None","m2 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude olevel time2","difvmfdo","ocean","monClim","area: areacello volume: volcello","None","None","",""
0,"Oclim",3,"Ocean Kinetic Energy Dissipation Per Unit Area due to Vertical Friction","W m-2","None","None","dispkevfo","ocean_kinetic_energy_dissipation_per_unit_area_due_to_vertical_friction","None","W m-2","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude olevel time2","dispkevfo","ocean","monClim","area: areacello volume: volcello","None","None","",""
0,"Oclim",3,"Ocean Tracer Bolus Laplacian Diffusivity","m2 s-1","None","3-d time dependent field","diftrblo","ocean_tracer_bolus_laplacian_diffusivity","None","m2 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude olevel time2","diftrblo","ocean","monClim","area: areacello volume: volcello","None","None",3,""
0,"Oclim",3,"Ocean Tracer Bolus Biharmonic Diffusivity","m4 s-1","None","3-d time dependent field","diftrbbo","ocean_tracer_bolus_biharmonic_diffusivity","None","m4 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude olevel time2","diftrbbo","ocean","monClim","area: areacello volume: volcello","None","None","",""
0,"Oclim",3,"Ocean Tracer Epineutral Laplacian Diffusivity","m2 s-1","None","3-d time dependent field","diftrelo","ocean_tracer_epineutral_laplacian_diffusivity","None","m2 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude olevel time2","diftrelo","ocean","monClim","area: areacello volume: volcello","None","None",3,""
0,"Oclim",3,"Ocean Tracer Epineutral Biharmonic Diffusivity","m4 s-1","None","3-d time dependent field","diftrebo","ocean_tracer_epineutral_biharmonic_diffusivity","None","m4 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude olevel time2","diftrebo","ocean","monClim","area: areacello volume: volcello","None","None","",""
0,"Oclim",3,"Ocean Tracer XY Laplacian Diffusivity","m2 s-1","None","3-d time dependent field","diftrxylo","ocean_tracer_xy_laplacian_diffusivity","None","m2 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude olevel time2","diftrxylo","ocean","monClim","area: areacello volume: volcello","None","None","",""
0,"Oclim",3,"Ocean Tracer XY Biharmonic Diffusivity","m4 s-1","None","3-d time dependent field","diftrxybo","ocean_tracer_xy_biharmonic_diffusivity","None","m4 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude olevel time2","diftrxybo","ocean","monClim","area: areacello volume: volcello","None","None","",""
0,"Oclim",3,"Tendency of Ocean Eddy Kinetic Energy Content due to Bolus Transport","W m-2","None","3-d time dependent field","tnkebto","tendency_of_ocean_eddy_kinetic_energy_content_due_to_bolus_transport","None","W m-2","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude olevel time2","tnkebto","ocean","monClim","area: areacello volume: volcello","None","None",3,""
0,"Oclim",3,"Ocean Momentum XY Laplacian Diffusivity","m2 s-1","None","3-d time dependent field","difmxylo","ocean_momentum_xy_laplacian_diffusivity","None","m2 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude olevel time2","difmxylo","ocean","monClim","area: areacello volume: volcello","None","None",3,""
0,"Oclim",3,"Ocean Momentum XY Biharmonic Diffusivity","m4 s-1","None","3-d time dependent field","difmxybo","ocean_momentum_xy_biharmonic_diffusivity","None","m4 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude olevel time2","difmxybo","ocean","monClim","area: areacello volume: volcello","None","None",3,""
0,"Oclim",3,"Ocean Kinetic Energy Dissipation Per Unit Area due to XY Friction","W m-2","None","3-d time dependent field","dispkexyfo","ocean_kinetic_energy_dissipation_per_unit_area_due_to_xy_friction","None","W m-2","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude olevel time2","dispkexyfo","ocean","monClim","area: areacello volume: volcello","None","None",3,""
0,"Oclim",3,"Ocean Tracer Bolus Laplacian Diffusivity","m2 s-1","None","2-d time dependent field","diftrblo","ocean_tracer_bolus_laplacian_diffusivity","None","m2 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude time2","diftrblo2d","ocean","monClim","area: areacello","None","None",3,""
0,"Oclim",3,"Ocean Tracer Bolus Biharmonic Diffusivity","m4 s-1","None","2-d time dependent field","diftrbbo","ocean_tracer_bolus_biharmonic_diffusivity","None","m4 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude time2","diftrbbo2d","ocean","monClim","area: areacello","None","None","",""
0,"Oclim",3,"Ocean Tracer Epineutral Laplacian Diffusivity","m2 s-1","None","2-d time dependent field","diftrelo","ocean_tracer_epineutral_laplacian_diffusivity","None","m2 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude time2","diftrelo2d","ocean","monClim","area: areacello","None","None",3,""
0,"Oclim",3,"Ocean Tracer Epineutral Biharmonic Diffusivity","m4 s-1","None","2-d time dependent field","diftrebo","ocean_tracer_epineutral_biharmonic_diffusivity","None","m4 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude time2","diftrebo2d","ocean","monClim","area: areacello","None","None","",""
0,"Oclim",3,"Ocean Tracer XY Laplacian Diffusivity","m2 s-1","None","2-d time dependent field","diftrxylo","ocean_tracer_xy_laplacian_diffusivity","None","m2 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude time2","diftrxylo2d","ocean","monClim","area: areacello","None","None","",""
0,"Oclim",3,"Ocean Tracer XY Biharmonic Diffusivity","m4 s-1","None","2-d time dependent field","diftrxybo","ocean_tracer_xy_biharmonic_diffusivity","None","m4 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude time2","diftrxybo2d","ocean","monClim","area: areacello","None","None","",""
0,"Oclim",3,"Tendency of Ocean Eddy Kinetic Energy Content due to Bolus Transport","W m-2","None","2-d time dependent field","tnkebto","tendency_of_ocean_eddy_kinetic_energy_content_due_to_bolus_transport","None","W m-2","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude time2","tnkebto2d","ocean","monClim","area: areacello","None","None",3,""
0,"Oclim",3,"Ocean Momentum XY Laplacian Diffusivity","m2 s-1","None","2-d time dependent field","difmxylo","ocean_momentum_xy_laplacian_diffusivity","None","m2 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude time2","difmxylo2d","ocean","monClim","area: areacello","None","None",3,""
0,"Oclim",3,"Ocean Momentum XY Biharmonic Diffusivity","m4 s-1","None","2-d time dependent field","difmxybo","ocean_momentum_xy_biharmonic_diffusivity","None","m4 s-1","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude time2","difmxybo2d","ocean","monClim","area: areacello","None","None",3,""
0,"Oclim",3,"Ocean Kinetic Energy Dissipation Per Unit Area due to XY Friction","W m-2","None","2-d time dependent field","dispkexyfo","ocean_kinetic_energy_dissipation_per_unit_area_due_to_xy_friction","None","W m-2","time: mean within years time: mean over years","None","None","None","None","None","real","longitude latitude time2","dispkexyfo2d","ocean","monClim","area: areacello","None","None",3,""
0,"Omon",3,"Square of Sea Surface Height Above Geoid","m2","None","None","zossq","square_of_sea_surface_height_above_geoid","None","m2","time: mean","None","None","None","None","None","real","longitude latitude time","zossq","ocean","mon","area: areacello","None","None",3,""
0,"Omon",3,"Square of Sea Surface Temperature","K2","None","None","tossq","square_of_sea_surface_temperature","None","K2","time: mean","None","None","None","None","None","real","longitude latitude time","tossq","ocean","mon","area: areacello","None","None",3,""
0,"Omon",3,"Sea Water Potential Density","kg m-3","None","None","rhopoto","sea_water_potential_density","None","kg m-3","time: mean","None","None","None","None","None","real","longitude latitude olevel time","rhopoto","ocean","mon","area: areacello volume: volcello","None","None","",""
0,"Omon",3,"Sea Water Age Since Surface Contact","yr","None","None","agessc","sea_water_age_since_surface_contact","None","yr","time: mean","None","None","None","None","None","real","longitude latitude olevel time","agessc","ocean","mon","area: areacello volume: volcello","None","None",1,1
0,"Omon",3,"Moles Per Unit Mass of CFC-11 in Sea Water","mol kg-1","None","None","cfc11","moles_of_cfc11_per_unit_mass_in_sea_water","None","mol kg-1","time: mean","None","None","None","None","None","real","longitude latitude olevel time","cfc11","ocean","mon","area: areacello volume: volcello","None","None",1,1
0,"Omon",3,"Ocean Barotropic Mass Streamfunction","kg s-1","differs from CMIP3 because it includes mass.","None","msftbarot","ocean_barotropic_mass_streamfunction","None","kg s-1","time: mean","None","None","None","None","None","real","longitude latitude time","msftbarot","ocean","mon","area: areacello","None","None",1,1
0,"Omon",3,"Ocean Mixed Layer Thickness Defined by Sigma Theta","m","None","None","mlotst","ocean_mixed_layer_thickness_defined_by_sigma_theta","None","m","time: mean","None","None","None","None","None","real","longitude latitude time","mlotst","ocean","mon","area: areacello","None","None",2,1
0,"Omon",3,"Square of Ocean Mixed Layer Thickness Defined by Sigma Theta","m2","None","None","mlotstsq","square_of_ocean_mixed_layer_thickness_defined_by_sigma_theta","None","m2","time: mean","None","None","None","None","None","real","longitude latitude time","mlotstsq","ocean","mon","area: areacello","None","None",3,""
0,"Omon",3,"Mean Daily Maximum Ocean Mixed Layer Thickness Defined by Mixing Scheme","m","None","None","omldamax","ocean_mixed_layer_thickness_defined_by_mixing_scheme","None","m","time: maximum within days time: mean over days","None","None","None","None","None","real","longitude latitude time","omldamax","ocean","mon","area: areacello","None","None","",""
0,"Omon",3,"Monthly Maximum Ocean Mixed Layer Thickness Defined by Mixing Scheme","m","None","None","omlmax","ocean_mixed_layer_thickness_defined_by_mixing_scheme","None","m","time: maximum","None","None","None","None","None","real","longitude latitude time","omlmax","ocean","mon","area: areacello","None","None","",""
0,"Omon",3,"Ocean Meridional Overturning Mass Streamfunction due to Bolus Advection","kg s-1","None","function of latitude, Z, basin.   Also see note above.","msftmyzba","ocean_meridional_overturning_mass_streamfunction_due_to_bolus_advection","None","kg s-1","time: mean longitude: mean","None","None","None","None","None","real","latitude olevel basin time","msftmyzba","ocean","mon","None","None","None","",""
0,"Omon",3,"Ocean Meridional Overturning Mass Streamfunction due to Bolus Advection","kg s-1","None","function of latitude, rho, basin.  Also see note above.","msftmrhozba","ocean_meridional_overturning_mass_streamfunction_due_to_bolus_advection","None","kg s-1","time: mean longitude: mean","None","None","None","None","None","real","latitude rho basin time","msftmrhozba","ocean","mon","None","None","None","",""
0,"Omon",3,"Ocean Y Overturning Mass Streamfunction due to Bolus Advection","kg s-1","None","function of Y, Z, basin.  Also see note above.","msftyyzba","ocean_y_overturning_mass_streamfunction_due_to_bolus_advection","None","kg s-1","time: mean longitude: mean","None","None","None","None","None","real","latitude olevel basin time","msftyyzba","ocean","mon","None","None","None","",""
0,"Omon",3,"Ocean Y Overturning Mass Streamfunction due to Bolus Advection","kg s-1","None","function of Y, rho, basin.  Also see note above.","msftyrhozba","ocean_y_overturning_mass_streamfunction_due_to_bolus_advection","None","kg s-1","time: mean longitude: mean","None","None","None","None","None","real","latitude rho basin time","msftyrhozba","ocean","mon","None","None","None","",""
0,"Omon",3,"Northward Ocean Heat Transport due to Bolus Advection","W","None","see note above.","hfnorthba","northward_ocean_heat_transport_due_to_bolus_advection","None","W","time: mean","None","None","None","None","None","real","longitude latitude time","hfnorthba","ocean","mon","None","None","None","",""
0,"Omon",3,"Northward Ocean Heat Transport due to Diffusion","W","None","see note above.","hfnorthdiff","northward_ocean_heat_transport_due_to_diffusion","None","W","time: mean","None","None","None","None","None","real","longitude latitude time","hfnorthdiff","ocean","mon","None","None","None","",""
0,"Omon",3,"Ocean Heat Y Transport due to Bolus Advection","W","None","see note above.","hfyba","ocean_heat_y_transport_due_to_bolus_advection","None","W","time: mean","None","None","None","None","None","real","longitude latitude time","hfyba","ocean","mon","None","None","None","",""
0,"Omon",3,"Ocean Heat Y Transport due to Diffussion","W","None","see note above.","hfydiff","ocean_heat_y_transport_due_to_diffusion","None","W","time: mean","None","None","None","None","None","real","longitude latitude time","hfydiff","ocean","mon","None","None","None","",""
0,"Omon",3,"Ocean Heat X Transport due to Bolus Advection","W","None","None","hfxba","ocean_heat_x_transport_due_to_bolus_advection","None","W","time: mean","None","None","None","None","None","real","longitude latitude time","hfxba","ocean","mon","None","None","None","",""
0,"Omon",3,"Ocean Heat X Transport due to Diffusion","W","None","None","hfxdiff","ocean_heat_x_transport_due_to_diffusion","None","W","time: mean","None","None","None","None","None","real","longitude latitude time","hfxdiff","ocean","mon","None","None","None","",""
0,"Omon",3,"Northward Ocean Heat Transport due to Bolus Advection","W","None","None","hfbasinba","northward_ocean_heat_transport_due_to_bolus_advection","None","W","time: mean longitude: mean","None","None","None","None","None","real","latitude basin time","hfbasinba","ocean","mon","None","None","None","",""
